time_s,reference_deg,angle_deg,error_deg,velocity_rad_s,tension_N,moment_arm_m,torque_raw_Nm,torque_applied_Nm,P_Nm,I_Nm,damping_Nm,saturated,fixed_excitation,TRIlong_activation,TRIlong_fiber_length_m,TRIlong_path_length_m,TRIlong_tendon_force_N,TRIlat_activation,TRIlat_fiber_length_m,TRIlat_path_length_m,TRIlat_tendon_force_N,TRImed_activation,TRImed_fiber_length_m,TRImed_path_length_m,TRImed_tendon_force_N,BIClong_activation,BIClong_fiber_length_m,BIClong_path_length_m,BIClong_tendon_force_N,BICshort_activation,BICshort_fiber_length_m,BICshort_path_length_m,BICshort_tendon_force_N,BRA_activation,BRA_fiber_length_m,BRA_path_length_m,BRA_tendon_force_N
0.1,20.0,19.791717515223265,0.20828248477673533,-0.03980132136150739,1.9941256269629064,0.0546888583813875,0.10905645400766995,0.10905645400766995,0.10905645400766995,0.0,0.0,0,0.01,0.01,0.14441657331339391,0.28548987759644306,17.577051635285287,0.01,0.07829499460482008,0.17449118873236236,4.932998697944252,0.01,0.07329660685084763,0.16211899221332185,4.634515241779052,0.01,0.14379420801281528,0.41932761909654476,52.812707924879895,0.01,0.1430257489733275,0.3364401501471721,10.366354727552126,0.01,0.08866862640834708,0.14239067867563643,14.660980621295534
0.11,20.0,19.77101062167696,0.22898937832303753,-0.032498352653450274,2.193373876956397,0.054663985640849136,0.11989855811495809,0.11989855811495809,0.11989855811495809,0.0,0.0,0,0.01,0.01,0.14440789000585758,0.28548116221669007,17.581450405636257,0.01,0.07828606013056122,0.17448247335260936,4.944015936155318,0.01,0.07328775735818539,0.16211027683356885,4.6448568858594665,0.01,0.1438015995279911,0.4193351659455131,52.818128027140865,0.01,0.14303378473748998,0.3364476969961405,10.359559140605223,0.01,0.08867382342623359,0.14239561504616047,14.63789756080695
0.12,20.0,19.754888953402244,0.24511104659775704,-0.02381274393550392,2.348627283460576,0.05464461934338994,0.12833984388420316,0.12833984388420316,0.12833984388420316,0.0,0.0,0,0.01,0.01,0.144400939192586,0.28547437691409194,17.591242060579397,0.01,0.07827889667386954,0.17447568805001124,4.957716748871541,0.01,0.07328068477046008,0.16210349153097073,4.657705680329161,0.01,0.1438075837241774,0.41934103875057627,52.81424118098175,0.01,0.14304046217573269,0.33645356980120367,10.348380906587963,0.01,0.08867803620093327,0.14239945867320408,14.60523438901003
0.13,20.0,19.74401869092666,0.2559813090733418,-0.014182476175650759,2.4533712421754865,0.054631560728657304,0.1340315000068515,0.1340315000068515,0.1340315000068515,0.0,0.0,0,0.01,0.01,0.14439601220039683,0.2854698019220122,17.6058842644277,0.01,0.07827380453968626,0.17447111305793148,4.973430841059757,0.01,0.07327568509792665,0.16209891653889097,4.672432962892794,0.01,0.1438119130305363,0.41934499713442547,52.80130004180994,0.01,0.14304550250706882,0.3364575281850528,10.333361138121502,0.01,0.08868108869316445,0.14240205046125326,14.564517246464447
0.14,20.0,19.73880432389712,0.26119567610287947,-0.004082365428381178,2.5036337572440535,0.05462529645293724,0.13676173619903753,0.13676173619903753,0.13676173619903753,0.0,0.0,0,0.01,0.01,0.14439329910537552,0.28546760736645405,17.62460901820768,0.01,0.07827098030433334,0.17446891850237337,4.990399987580855,0.01,0.07327295061908237,0.16209672198333286,4.688327871133353,0.01,0.14381442237475212,0.4193468955244742,52.77999016234432,0.01,0.14304870967595543,0.33645942657510153,10.315209322133148,0.01,0.08868286302528601,0.14240329376674313,14.517649918393138
0.15,20.0,19.73937421378269,0.2606257862173096,0.0059981249821279255,2.4981398927147835,0.05462598109524987,0.1364633425527273,0.1364633425527273,0.1364633425527273,0.0,-0.0,0,0.01,0.01,0.14439283334721978,0.285467847213509,17.64807682357107,0.01,0.0782704652981187,0.1744691583494283,5.008905439984151,0.01,0.07327250888208059,0.1620969618303878,4.706045479865738,0.01,0.14381501095269283,0.4193466880581336,52.7522351136394,0.01,0.14304997673959605,0.336459219108761,10.294780752170249,0.01,0.08868328811584887,0.14240315788157523,14.468214760675666
0.16,20.0,19.74557356737849,0.2544264326215109,0.015557488591257643,2.438385652835318,0.054633428656194326,0.13321736860046618,0.13321736860046618,0.13321736860046618,0.0,-0.0,0,0.01,0.01,0.14439422393552523,0.2854704563217482,17.687262162860314,0.01,0.07827183916672541,0.1744717674576675,5.037794807870646,0.01,0.07327398119895176,0.16209957093862698,4.733898045859357,0.01,0.14381337525530266,0.4193444310003302,52.730579050417376,0.01,0.14304890786716332,0.33645696205095754,10.278336299249796,0.01,0.0886821446255719,0.14240167972498918,14.43875963926091
0.17,20.0,19.756969850747737,0.24303014925226155,0.024135725954837005,2.3285818296571907,0.0546471191011095,0.12725028858195597,0.12725028858195597,0.12725028858195597,0.0,-0.0,0,0.01,0.01,0.14439765117913358,0.28547525271473356,17.73017337167729,0.01,0.07827528760487275,0.17447656385065285,5.068112297049994,0.01,0.07327755253256066,0.16210436733161235,4.762400537055129,0.01,0.14380994005548953,0.4193402808639889,52.70567074152928,0.01,0.14304564944705842,0.33645281191461623,10.266004936362652,0.01,0.08867973319861733,0.1423989625419569,14.411873053794967
0.18,20.0,19.772888271253418,0.22711172874658228,0.03134632510971291,2.1752990634459883,0.054666241113230755,0.11891542309572345,0.11891542309572345,0.11891542309572345,0.0,-0.0,0,0.01,0.01,0.1444030171666324,0.2854819524943748,17.770752337749098,0.01,0.07828072918193411,0.17448326363029412,5.0950151219090065,0.01,0.07328310442381933,0.16211106711125362,4.78740937131191,0.01,0.1438049479710168,0.41933448178927285,52.677567025122535,0.01,0.1430407052473662,0.3364470128399002,10.254191059670934,0.01,0.08867622744512645,0.14239516740810015,14.386447594873774
0.19,20.0,19.79245725566874,0.2075427443312595,0.03688651977087401,1.9870109655745873,0.05468974691074954,0.10866912681615826,0.10866912681615826,0.10866912681615826,0.0,-0.0,0,0.01,0.01,0.14441003241784517,0.285490188952821,17.8066229269841,0.01,0.07828787355696412,0.1744915000887403,5.11682358869728,0.01,0.07329033236587544,0.16211930356969978,4.807553062253148,0.01,0.1437986751133151,0.41932734941248406,52.64764765213573,0.01,0.14303437457412055,0.3364398804631114,10.243119107763787,0.01,0.08867182268417018,0.14239050233606929,14.363593758090904
0.2,20.0,19.814657147847935,0.18534285215206445,0.040540977010537,1.7736048248542402,0.054716410946104035,0.09704529045271748,0.09704529045271748,0.09704529045271748,0.0,-0.0,0,0.01,0.01,0.14441831986241474,0.28549953303749626,17.836289696030057,0.01,0.07829633559104293,0.17450084417341552,5.1327026401249025,0.01,0.07329884654103519,0.162128647654375,4.822114612466949,0.01,0.1437914500604957,0.4193192535960263,52.61735124396848,0.01,0.14302699330338633,0.3364317846466537,10.233256661180675,0.01,0.08866675100550327,0.1423852106103938,14.344287828553965
0.21,20.0,19.838371811724354,0.16162818827564665,0.04218757607088006,1.5458669892820358,0.054744892070309865,0.0846283214832999,0.0846283214832999,0.0846283214832999,0.0,-0.0,0,0.01,0.01,0.14442745037060797,0.28550951504334043,17.85866499111059,0.01,0.07830567531869001,0.1745108261792597,5.142200023921398,0.01,0.07330820588996853,0.1621386296602192,4.830692608813558,0.01,0.14378363752668905,0.4193106000407238,52.588103386858386,0.01,0.14301893637965155,0.33642313109135114,10.225025905524943,0.01,0.08866126951574271,0.14237955843664188,14.329320953006944
